error,in_original,in_import
different GUID,2ppWtuzIb52xZcr932qIAx,1$AvaeAAj0HwTqztAnwQ5G
different name,plat dak,IfcSlab - plat dak
different GUID,0ZzyGbASLD1wvphFCXGJtB,0SNN8P1XXCC8lfu94jzS1T
different name,plat dak,IfcSlab - plat dak
different GUID,0d2YNnUYH3Khfs3ilMqi4T,3MnFwgx_v79AbaBc5L72gw
different name,plat dak,IfcSlab - plat dak
different GUID,2_2cZUZ01FcvMu56$zuMQU,3g3wTRZTT1COWvC2g4Y2KQ
different name,plat dak,IfcSlab - plat dak
different GUID,0Afia98bP9KBSQQT1fcIdJ,0YY0hJjdH6cAQ4PUEqsbC$
different name,plat dak,IfcSlab - plat dak
different GUID,0EHLW2CirCPANVPbmTwDe0,3A706Tfx9CrgP5beGMgwg9
different name,dakelement,IfcSlab - dakelement
different GUID,0W2prqqkT7HxP90f8uQS80,0qYQh9yPP0L8kNnK1VqQv8
different name,vloerveld,IfcSlab - vloerveld
different GUID,3IbuwYOm5EV9Q6cXmwVWqd,1cpApvLZvDEhVOQmVlSYMc
different name,dekvloer,IfcSlab - dekvloer
different GUID,2OE9tlHI938fd8O3mI3mRz,1FV9ZPbG98UhFExAmTxgD4
different name,dekvloer,IfcSlab - dekvloer
different GUID,2JUSlrYQr1YwP3ayxXu$lj,1fZT9Hb0v8r96YTYzvUupB
different name,dekvloer,IfcSlab - dekvloer
different GUID,0IjlUMbxXBUhcjfKxT2apw,3c8g2nilzFZxJJKGDNkjEw
different name,dekvloer,IfcSlab - dekvloer
different GUID,2_qWdodb95chXxayrOIlDh,2jhw0uRzTD_QYHFQDgNbTs
different name,dekvloer,IfcSlab - dekvloer
different GUID,23kW8A8yPA5wftTGD5UJ8H,1o99EoJGr7GQZhLR4rSt2g
different name,dekvloer,IfcSlab - dekvloer
different GUID,24d$bXEtDFMPrak4J5bypx,1G8ZfSNPL2MegLFO85ECTi
different name,dekvloer,IfcSlab - dekvloer
different GUID,1TcxEYnb1DneRMQvN9jV_3,3NP7Ybk2jBD8HsFNRb4b$T
different name,dekvloer,IfcSlab - dekvloer
different GUID,3Ri_Iqblr1TOWWvS199ANc,3av7LQWYrAU9UcaLjWoJ9W
different name,dekvloer,IfcSlab - dekvloer
different GUID,1kXSox_0P3kBFuaJXmZIbM,2jI0rSg$DEx9q0NTzo$B7I
different name,dekvloer,IfcSlab - dekvloer
different GUID,1PBBUyIv59YPrzStA9_TH5,12$68sQdv8Y8B9QEWo$4v5
different name,dekvloer,IfcSlab - dekvloer
different GUID,36cEtcIur7XxueyFJ22C$U,0eRRxdsXj8POep3CMcVwsw
different name,dekvloer,IfcSlab - dekvloer
different GUID,3LCPmQCcP9UfP49BhFjY_v,0L0ybvSBTD2xO3iHH00t64
different name,dekvloer,IfcSlab - dekvloer
different GUID,1uDn0xT8LBkP15zQc9MVDW,13dpqEiaf2NAM72$E$anlj
different name,dekvloer,IfcSlab - dekvloer
different GUID,2bOVZypgn3veu4GI9jl2pr,1mcZxXpoD5_87ysJ2TYdJ3
different name,dekvloer,IfcSlab - dekvloer
Different number of IfcWall in storey 02 tweede verdieping,114,164
different GUID,2PKnB$Yrb4QPj4dii4Mh9J,3jzEL2HY52VBzI2Oc63rVB
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,305UsCgOr5d9qsncJ$8RVN,0ozqoexxv1LP$UdnlbL4lG
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0sS$ynhr12VfVoUHJgHL8n,1KJ_zr7WvCb98zDWLBYWGg
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1D6XPjH$jCMBVPpXzrBrBh,3a4HBncyX8NuW$CtGhwYuD
different name,merk Csp-R,IfcWindow - merk Csp-R
different GUID,0Yp5qy$a5C1OAOYHZOB8II,1Yzn1zxLT3ZA77yWv1SeNI
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0_$NSu2evBVeFZQgjiEuAx,2kTk98bN18OOVkDSa3ooZd
different name,merk C-R,IfcWindow - merk C-R
different GUID,11$JW3xLX2xA3HAKDO$V4x,0ltwcd23r8wO8U3J5cmbFu
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,32FFCa8B198P$NJwP8hwgu,2nhpxs3njFVuhgnP1pLEfD
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2oDI2uiQHDBf119Ffbq8pl,0qr_rUitv9vvlsc1n5HUli
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1wlI6JqsLEOhCsZqoJuwxZ,32uN_Pkg13QR8HW58hT0iF
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2JBh8Xn6DDFfR$iL4REVIO,3NkbNxrTH4W9CPhKWMJEKH
different name,merk Csp,IfcWindow - merk Csp
different GUID,23hLVZfJz6LAZH1fYDmUwS,0kN9CcLQH8VOwzmEQ_jxQ0
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0co_SMokj9s9Ux6ep1NuBV,3Si6eySCjDxgIZYUhi$rND
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2NlbpQJhX57A98fAICSHEw,14NGh3poX3QeuLPcscl8EM
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2_cZuNiRL9_POUhd7yFcwr,0PjgeprAT62hfkp49_8lzr
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3h8HoOyCv3LAYN5dc$49X5,3SBb$aCfzEWxkb9K8ggz1O
different name,merk Csp-R,IfcWindow - merk Csp-R
different GUID,1m4nE1pPr2b8wIfR9a_VVL,1g7fRMXg51dwbWteyVKlX9
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1wEE7IMAj3ZewoallFdW$w,1Ntv7PXO53teqPTEJ9PmOp
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3rQ8vxEjf7ChTPNEIHZubP,12U$nctgnA_835f5H3rbvz
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0If$3rc9P57xz4jVBVFnR1,1G$9dr1Zz5Ceufj0fOmntR
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0NDCKOxXf8aw$lz$AzvqxX,2HU5nNJJL9N8dRLSfqSK87
different name,merk Csp-R,IfcWindow - merk Csp-R
different GUID,0ijouLVuz4qOaWI8eCDmYZ,1LlOu9srvAWgjLn_YLsR26
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2R58Jw87jDCevbnOC3rmac,02x3oS9vrB6A7F0TgLDP_c
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2$V3GlXWDFa9ozTMOGOymq,1$nFpkt5f5jxlVuadjaqKv
different name,merk C-R,IfcWindow - merk C-R
different GUID,3jpBco5Of4g9v0dMt1k4Gs,0r33YoI3b4CPNBgE0$s$EZ
different name,merk C,IfcWindow - merk C
different GUID,1HMWw8mcr1KOvkIr0tFQMU,3eRexlrMf7iPOYnFs_Tj$e
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0KhPVJu4P3A9E4zoWFJz0w,2y5y2Enk1Et9FM_oRdrKll
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1q3tRNJXP28AT4_Y9XviYV,05ThQf9c16wOU3AS0E$Vuo
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3chKGarqH0KuFJTVdW349F,22sgD87SH7kAtBYTrcwlmv
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,21DYv1qCP5FOPMzDf2BdGU,2oQQ88NYb2VQuyESsd302Q
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1qR9Yh4uT2M8QYv5il00VU,2FOfa9jNvBGfwOGC34NN89
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1czSEvfOzE4Oi_LLlJxhyd,218CDPX9f87wVGWNZ4wTLv
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3BOPbUZ1T5Ug2zkGHwafoi,32e$wLOzfBJ9bHrgK0AlF8
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3fi85$zLn2ghOSoxhxMJYO,1$sKhkgRP8GBS0fXIG94$x
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3IqSuYSFHADuKaAsofIt9x,3Us2rE4krF99nifgBta32G
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1DGTGmOMj8AvihClKJPKCD,0cBChAZgr6jhHZRD8IYgzh
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1SPXkEO_f5xPavTXTLbPI$,0g$oREaDH5VwJbqPuqpAJG
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2swgU59GXB_xDlq7OzgSpv,3ZAvGM1Cv6den8eWwtvDOL
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,11ycc28Dr4oepXoXW_NnL6,2XTeKLvUv3iPsvd9KtCLTi
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2CT4vuDHz80BzUCFoJ0LTI,3eD1EPm9P1BAYq5gfpvCcI
different name,merk C-R,IfcWindow - merk C-R
different GUID,3W9VqGRgr09fcNbT79krnR,0$l$L03Lr8yPidNj31fr$q
different name,merk Csp-R,IfcWindow - merk Csp-R
different GUID,3RrFw8EAf1GRoBD_pVEc41,10YfvNRYfCKwLG7Z_6UZW2
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1Hjs_P2aXCOPI7_$2kdF6v,26OuDK001Acf8gViOzESdh
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,35s4FHAyjB4RwDF8g0$JwM,2zSD682sL1r9ooACSYZKQs
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,33HuU010bEdBTNffikwk7C,0bGT2U6ZHBHw6bCb$XGNz6
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,3YghERoAfAiunwtuKsXi69,3eBWVx2M15Khp7XegkG12F
different name,merk Csp,IfcWindow - merk Csp
different GUID,3dxXVt7mz5yQHgR4nKqxCm,3kmA8hWuzBCeGiz7EX8cfh
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1ZvjfnAcr7VueX4qTg5Ajj,2xwiW5Vxz9t8kCA8JgJ777
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2OraOVIKPAOg8rJoQjQczk,1yGbGQ6S9258q$NRibK9c9
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0w67SppZj5MvHkxZnft01E,36d7GN01j73PzeWMxc7Tf$
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2VSPey61T9RB_q$osXbLMV,1jiK23uY162gsTbRuNaYQC
different name,merk C,IfcWindow - merk C
different GUID,2Fr_G_D5z2SQ4zYSECOkbO,1t1hXfVoH8hhtud9dWZL_j
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1WF0f7xan32xUC_zu0m2Yd,2uvl8MQLT0hBDmNZOAvMVU
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,39mUraBw56_gD25yTzysZW,0OvalmdZX2jgi1a4sPuiyS
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,171wovydf4b8htV6pg$TFJ,1ZVBOrkX1AyQCDR3$Jab$a
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1BecTfmYnDMvo6swvRkssx,0L_EXnEwXCxO0XtTy$K1ii
different name,merk Csp,IfcWindow - merk Csp
different GUID,0EHGvEFwz0_OPzoNWThJC6,1Zwm2dkav3Av$wZYeu_LK4
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1f7zMqweP0kuzgAoVzEWut,2D6B2YqozDm8$6zHIfuVhn
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2lt7ZnqNjDs9E2NE_fHF_4,0Dv3rUaAb4E9p4yIr1jcus
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,05CYtgzRz4DxcXy88RuGvo,1yXS_7MPDFXhV1yovKRTfB
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,1fI1NXTpj7BxFTmw5$kjhb,3vyEoXswb8LwAcIeEKtV5O
different name,merk C,IfcWindow - merk C
different GUID,2zVo1VURr81P4zGfpGNjd9,2Rc8DrcNb9JuprDp0et7nN
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0mPuDc5FT2YhFju_2TJR5L,15CzDI0fX5tg1p9adNOWAk
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,32SyG2XEDDDhMCQmPD9LrL,1GM5YEK7f1lvxmP3BDoyaB
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,2blRi3iY12ng6i9rcsih4e,0k_r_oL2L0PQUyQLMqu1tg
different name,stelkozijn,IfcWindow - stelkozijn
different GUID,0e582X10f8qQO1eTOH2xCn,26DVaeCt509BiGCYCVCwcS
different name,dakkoepel 1000x,IfcWindow - dakkoepel 1000x
Mismatch in storey GUID,2Hyat1fsPEGfyYPyim12A1,3ctewaMPD9ORDINILEPmEJ
Mismatch in storey name,03 derde verdieping,IfcBuildingStorey - 03 derde verdieping
different GUID,2Hyat1fsPEGfyYPyim12A1,3ctewaMPD9ORDINILEPmEJ
different name,03 derde verdieping,IfcBuildingStorey - 03 derde verdieping
different GUID,1fm9a1a$DBjRw8D_aKJGAN,1pZs1Oucf3SvTnud2mF$Ys
different name,betonlatei,IfcBeam - betonlatei
different GUID,2MZ_55Sir09gB7BB1JSjYM,2pcwEzmxL6$9S14lqQVszu
different name,HEB220,IfcColumn - HEB220
different GUID,0_1$ZiaxXBKAoIe0SzFsy4,1sPduZHAv4pBaMENm12wd8
different name,HEB220,IfcColumn - HEB220
different GUID,03LjPhAPb7YwcCfCKjoBp0,1RljbEzD15J9OJifcevMPj
different name,HEB220,IfcColumn - HEB220
different GUID,0dAofjIyHFM9KgIhqrn1sO,0YwqgXxqL7DPzRuGhs$Ldx
different name,HEB220,IfcColumn - HEB220
different GUID,13VGtZxGT04gWQa7ANTKuD,2ZCgGZXsb5chaHMoCJvKBp
different name,HEB220,IfcColumn - HEB220
Different number of IfcCovering in storey 03 derde verdieping,236,0
different GUID,36DzLjnuL9XA2dudd2r92m,0xABZzc75CZvWI3KqiHZ$q
different name,liftdeur,IfcDoor - liftdeur
different GUID,3vqhA9V$zD8Ri_tijsQ9Uy,1MhOuoDDz44g8sRQ3n0X1N
different name,merk A3sp,IfcDoor - merk A3sp
different GUID,3lVtU7tjD3YOCLUfqajZ2A,0BjGC_nJH5NuHcdGQRRMhv
different name,merk A4,IfcDoor - merk A4
different GUID,0_AyfC57H5ZhnJFKbaFPKq,3I_dbe4Tv9oAVmcZdHbBhG
different name,D1R,IfcDoor - D1R
different GUID,1ct3PC$Rf39OYRwaCfR2gz,0otERe5CHAshH86mKPCqSt
different name,D2L,IfcDoor - D2L
different GUID,3p9J1sHcf4ju8QNF1IhRNV,2nih7pbHz7u9CcnxiS23_t
different name,D5L,IfcDoor - D5L
different GUID,1f8696ukP6ngAHgpRZz3ju,3lcnVGN5b3IR6O4$_2Pl3j
different name,D5L,IfcDoor - D5L
different GUID,0Hdk5PAnP3pwtj9xXKmFBe,2lQb$g$yP8MgJPpoPksFYJ
different name,D6L,IfcDoor - D6L
different GUID,2vFhUBbYLDEuToK036Hl$0,3s_tytUXP98OTxgfNJC1R0
different name,D1L,IfcDoor - D1L
different GUID,3XlDiPbzT5wuWLtvoN9ad0,2b3MM65zrERPAehfNRwlJo
different name,D1L,IfcDoor - D1L
different GUID,12pKvnM8rEghVj2eehBckA,3dCVkP_1P1xxwkk1UmunF3
different name,D5R,IfcDoor - D5R
different GUID,0WwnDCcYLFJx3r5wMCkNbs,2431rks6PF6vUItAf7ba1U
different name,D3R,IfcDoor - D3R
different GUID,2Jqop0uBb9AxYtqSXLjzrD,0rNdcQMg542xAOedQU8Cvl
different name,D5L,IfcDoor - D5L
different GUID,3rLHaGT8f4ffCX220B$XUw,0AedAUbh12iPro2u_7Vfcy
different name,D9L,IfcDoor - D9L
different GUID,1AjHEuqyLASxbhLNVsGq0u,1mV_2SRSf4rQgUWQTxOPzP
different name,D2R,IfcDoor - D2R
different GUID,0IzB0Fhx1E3e$Sm$$GKqe7,2$gkrnplX94hdPvXwjyzMs
different name,D1R,IfcDoor - D1R
different GUID,0w3wabzRLAz99bhnECWj79,1w2Lem9eHCYxaT6ki9xHlw
different name,liftdeur,IfcDoor - liftdeur
different GUID,140c7DVn1Fdgh5_iO2DSKg,0gW2xq64r7d9OLc3ywd8dY
different name,merk E5-R,IfcDoor - merk E5-R
different GUID,0EWFPIrsv7_9lhqHOpPwsU,1KleA91qLDCh23g9i1sC4m
different name,merk E5-R,IfcDoor - merk E5-R
different GUID,3tB9bs0jH8kvDCXNaFXLU4,2E4kaAqIf8iuN7XL4RsXCh
different name,liftdeur,IfcDoor - liftdeur
different GUID,2PEMzkDK9Dxum8sPRjDtq_,1y3ZtMky1BouxyBPCj6PaD
different name,liftdeur,IfcDoor - liftdeur
different GUID,3MkalSSaPB_h_tTcRHxH9A,300AGWGu5Fh9A6xVnZB84_
different name,liftdeur,IfcDoor - liftdeur
different GUID,13kU2WeeX43AmAN7yJpj7M,2jXD7pg2j4MQSuoYLdluVG
different name,liftdeur,IfcDoor - liftdeur
different GUID,073$0OxmvEMu0iJzPT4cfg,097OK1iu1D1OdgE2Swxbkm
different name,liftdeur,IfcDoor - liftdeur
different GUID,3Qw1ZJI6n0$OYdAwY3sPY0,2j4qbbBK16rOfnSYkVK24a
different name,liftdeur,IfcDoor - liftdeur
different GUID,31CBV10iDANhFbENO3uY2l,3YZGlEwPzCxQgwSS5EbrGA
different name,liftdeur,IfcDoor - liftdeur
different GUID,0OL2bP1B5Ezfgv8L13MayF,1ccfd7xBzDcRHWzBx50x0l
different name,D1L,IfcDoor - D1L
different GUID,0BdZvEASv6CQzOF5XRxnwa,0aLX7VIofE$QUg15EgFMLB
different name,afscheiding,IfcRailing - afscheiding
different GUID,3GEaOjb217ev9MF3XCA4P8,2Zf4E$r5rCr9AgaRFsIj_n
different name,afscheiding,IfcRailing - afscheiding
different GUID,05ajDVemL5uvOYzxRLkb$L,3BjDCvXU99Sv81$wyk$Hk9
different name,afscheiding,IfcRailing - afscheiding
different GUID,070iNkOUbFOhtuLKtsFL5C,3TEfV0tE95GekSFxqyDL1m
different name,afscheiding,IfcRailing - afscheiding
different GUID,28jKLIe0X0Ah4tPVOHU$ou,0KgWeeXvjFhBOH$dPK$801
different name,afscheiding,IfcRailing - afscheiding
different GUID,2sexmWFsn3Rwu0HEwxJaJd,0Q1WIFmjbAvfmkwUso1CGQ
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,3ke5ra4iT7aPGg739tq0zL,0yqsaH8S5DNBdGDeN9iC3j
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,1wAo8RhUL6Nh2E75ITIH0g,0WRu22_QD3jhFM8bBZ3Bq5
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,3Vvdnq6hXF2Bda8sgYk3k1,0dYQZlzdz0uPHBYGHufGcE
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,1bsL1PPGP0xxu5vLj_m07q,16hZiFf7P85etaRB6_7f9M
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,3uSAdjkw9CheK9Wa_vvbhb,31QOGB9PL4ffJD4eF88Dkm
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,2$wd39Uf5Ewu3h$roxzxxr,0HW2b9CPr6ogSyS8qslysX
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,0zQ1PSMITDMBDkf951bOnV,3oJf0atjP5Rh8IcI8rqbKz
different name,doorvalregel,IfcRailing - doorvalregel
different GUID,27ycuSSRf5cu8kU2IBAstQ,0026$kgLL6_9qtpoCeSWFq
different name,afscheiding,IfcRailing - afscheiding
different GUID,0XV2JAMy9FsO_611MuPEdE,0IBM8s4fb8dBFaBBywEGlJ
different name,afscheiding,IfcRailing - afscheiding
different GUID,13NPacY7jEZhGpdkn4GxV$,16XpzEHqnDlAjikeguaHAm
different name,afscheiding,IfcRailing - afscheiding
different GUID,1VT50AUTP8L9rp6iFtPo$v,1sYFxdJH55jfe_h97PFVFI
different name,afscheiding,IfcRailing - afscheiding
different GUID,3i4Sz9JIX568dmh1bgNUzr,3f2eXSlu92qufojng6J8Dn
different name,afscheiding,IfcRailing - afscheiding
different GUID,08kQxXlpj2LfOhfG5JnAe5,1SeqekPMbB2fn4gi4erx1u
different name,afscheiding,IfcRailing - afscheiding
different GUID,3zjI9arYLFPOwI_s2qR5q8,2dW5wRScj9txusTEEFYV1T
different name,afscheiding,IfcRailing - afscheiding
different GUID,1HQGFZa79CiRrtzPU0iA54,3YcWeCHXX86Oeg56IzfUzp
different name,traphek,IfcRailing - traphek
different GUID,3JnGo5kRD3kv3Rkne47JeJ,36dMvl7Hv9qOlK3hvLnI7S
different name,sporenkap,IfcSlab - sporenkap
different GUID,1Y55qRPPPCRhLwNtBw8nIA,1YSsDNq8n9WeWs89xbYnfm
different name,dak dakkapel,IfcSlab - dak dakkapel
different GUID,1S4kav8FL1RQylSmEgz4YB,3lnrmkj$z7WuoVBVGrnUeP
different name,vloerveld,IfcSlab - vloerveld
different GUID,23jZ8BYuD3JQAc1sRY1ypr,1PZ$idbmD5zOvV47n0j4g4
different name,vloerveld,IfcSlab - vloerveld
different GUID,0MTjgouej41vc5kR6nZXQG,3FNFE0LBTDhP96CXp7xvKW
different name,vloerveld,IfcSlab - vloerveld
different GUID,1H88Aq3XD3j98yuey8MDDj,20luV6G4T6zgYDJMfh5moX
different name,vloerveld,IfcSlab - vloerveld
different GUID,3pG6Qgm9z3BByeQ1OKEmau,1scgqqb_X7re343ypgvu8q
different name,vloerveld,IfcSlab - vloerveld
different GUID,1pRH$qNy55BR7B$JxNXYH$,1reyr$Xrr5J9zFkKsBpfjp
different name,vloerveld,IfcSlab - vloerveld
different GUID,1CdYrpLtD2wuxJCq5tooJl,1sjS$jk6T1d93BEIxl9vPp
different name,vloerveld,IfcSlab - vloerveld
different GUID,2OQCgPiQv7IPpLtWt$dHbD,2IeRSRF_f1zRQQ6xwEt9vc
different name,vloerveld,IfcSlab - vloerveld
different GUID,3C2fvEKUr00BlwuG1or05l,2a9EKTlVXBHhseN$JXSXVO
different name,vloerveld,IfcSlab - vloerveld
different GUID,3VK06fkLr3MfpgZhk2ZxRI,1G_DzJCW58Renf2eR405Gl
different name,vloerveld,IfcSlab - vloerveld
different GUID,2ebzGcSDj2Cf3lvWw81TRa,0Pg0w6Txz13vDZsxhaCZ6k
different name,vloerveld,IfcSlab - vloerveld
different GUID,3AqFO5i0TDCQqSc0OVWUzc,2LLnCS4D5D4u2rwBuovZKc
different name,vloerveld,IfcSlab - vloerveld
different GUID,3RcgO_0A18ORamoBzt$oQ9,08eifkTAnEJRBCtzTr8lhv
different name,vloerveld,IfcSlab - vloerveld
different GUID,208bKcFObBc8ucwRJqscKk,3VPI5q8eTBBOYL8kYpnCY1
different name,sporenkap,IfcSlab - sporenkap
different GUID,3cj6_fAyT6kPILoDF$wKMX,2bRRQNo797eAPDng9xZQ5k
different name,sporenkap,IfcSlab - sporenkap
different GUID,2vutFlEAD3Ugi_zdTrbWBS,2tyGBKSaDFpfQtYLBGMJtu
different name,sporenkap,IfcSlab - sporenkap
different GUID,2HEBa_Npr1jQ8s9obbPF2y,39CZ_lqgnEFuxzSIFgqoh5
different name,sporenkap,IfcSlab - sporenkap
different GUID,2wsdn60pL2PgWkM4Apz3uQ,2qKo42HpPB8Q6Bh4nBiUbD
different name,sporenkap,IfcSlab - sporenkap
different GUID,3XdwbHlMf53wMrtC2PO79d,1hmL27tHD4PezvN1FFpGW4
different name,dakisolatie,IfcSlab - dakisolatie
different GUID,0m0I4KgsXEGRQe2Tq5guRM,336gHAny17FOvGxWhQvuWB
different name,dakisolatie,IfcSlab - dakisolatie
different GUID,230CzH9r97RxWhaS7vmI4K,2mv0skwQfE1PKQm6X6Pq3B
different name,sporenkap,IfcSlab - sporenkap
different GUID,2bnmrBiIfCoQCmG_dJX3q2,2j7Fe_5_v7vOXibeuumuI7
different name,sporenkap,IfcSlab - sporenkap
different GUID,2NATeAkvnCxgoLp$zXNJDG,3y4E5yUwbFd9Go19Gu8g$H
different name,sporenkap,IfcSlab - sporenkap
different GUID,2nJAO3UnH0JuhOgnPY7o0D,0BGAClTKL7qeMTOOopTuZL
different name,sporenkap,IfcSlab - sporenkap
different GUID,3R1RBkDqD7iBFqSmsKgnyx,3fOtzkSdb3ffzYJ0tnWjlv
different name,sporenkap,IfcSlab - sporenkap
different GUID,3wNwkdwNf7kBh8Eh5_$5AF,1Ik_097b9DB9XVE7grCZS8
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,2M6iV1w3L7VB9hYFPSL_6J,1DNOxJl2n8IePioKPcUKbL
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,14qqjZl7f5_O1QcMnFBPgA,23TCEtykz7XeoG1XvBE9Vo
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,2ejS5cDxLFQhvzUC_qNbGC,06IiUcQ7r7JvEStDdK9ohR
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,03i6tXqM92pRcyXdK4pHfZ,3TdScSgwLB08fhwFpoHsHv
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,0tr9H3L4z0bgmFmHrjfIlm,1R0chY0e97$91xjSN$x_s4
different name,sporenkap,IfcSlab - sporenkap
different GUID,2y77Wo22nAL9U8bQl$_LJJ,3tzYHHPtbF8fK8uW0axfqK
different name,sporenkap,IfcSlab - sporenkap
different GUID,0gCnprdT1BYw$FV0IhK4K2,0N5l3tj6X6JwXy2fDFPKxi
different name,sporenkap,IfcSlab - sporenkap
different GUID,2vGfAAaCDC$u2rePIbFqLy,1y6BTVjCT7K8hbejhBPFN5
different name,sporenkap,IfcSlab - sporenkap
different GUID,3XRFYXp0L3jv3w1tgjXD2W,3ZWHiJM5jE_xldTHRxOlnc
different name,sporenkap,IfcSlab - sporenkap
different GUID,2wdkOxZDD4qQGeJ0R9Eu_y,1vK6CRlFz5eg6sUfIMitWg
different name,sporenkap,IfcSlab - sporenkap
different GUID,2$65Lm72TCPfpHlSfm4bPo,0wVVoPZK149xAUmigy7eUc
different name,sporenkap,IfcSlab - sporenkap
different GUID,1hMpM9NJL5ge_OGm0yLfuO,0tsdWHqvrF5Ak4c8YkE3ov
different name,plafond,IfcSlab - plafond
different GUID,2GKCxEc8DCcQXZmul0WfvP,1F3iJuC4D5RuVSY69t4VM4
different name,plafond,IfcSlab - plafond
different GUID,2m5HGNcWT04BL0QSshC4KA,1$k6LjAe51lxl4bl3C9ts4
different name,sporenkap,IfcSlab - sporenkap
different GUID,3ba9sS8vzCi9NHvwEDPExx,1_V$CHHMb9dxkRbZLZzSRW
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,3MORkgOl16lQy8zTVRCs0O,3rod7kEDbA0uB1ZsCgZgir
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,0FZ2ZM9d5DIBoZIOWtnXUi,36Ba7uEDj0Dv1hc4sP2pnm
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,0cUNscBFPAzvxaou82m7PU,2G9IzbKDjEmxnLwli2GaXn
different name,sporenkap,IfcSlab - sporenkap
different GUID,0P2TI_R_rCoOkYPRW5xJk8,0nXVtgsrfA4OQ_oUJBsRjD
different name,sporenkap,IfcSlab - sporenkap
different GUID,3X88NCenT88BCur6dUWHN1,1_5__BuhX72P$8PpFU9uSw
different name,sporenkap,IfcSlab - sporenkap
different GUID,0M1e2eG$96hwzT4wUV$Q8v,0hzUzSq4z1kQ7WCj7k9bVT
different name,sporenkap,IfcSlab - sporenkap
different GUID,0$jhLwYyD01Oy9ZGgC6CC8,3ub$8d9WH8Kwf9OxE7DV0f
different name,gootconstructie,IfcSlab - gootconstructie
different GUID,1blRjj5854xvDlLga$sV2m,3gkCoHxaH6PQJ_OkBtGTXh
different name,gootconstructie,IfcSlab - gootconstructie
